,Transcript,Topic,Sentiment,Program
0,12,president,-0.18429565217391305,Fox News Network FOX NEWS @ NIGHT
1,12,people,-0.12675555555555554,Fox News Network FOX NEWS @ NIGHT
2,12,biden,-0.025900000000000017,Fox News Network FOX NEWS @ NIGHT
3,12,shannon,0.0011541666666666783,Fox News Network FOX NEWS @ NIGHT
4,12,today,-0.06595882352941178,Fox News Network FOX NEWS @ NIGHT
5,12,police,-0.28698,Fox News Network FOX NEWS @ NIGHT
6,12,trump,-0.0708294117647059,Fox News Network FOX NEWS @ NIGHT
7,12,tonight,0.03162857142857143,Fox News Network FOX NEWS @ NIGHT
8,12,time,-0.05326190476190477,Fox News Network FOX NEWS @ NIGHT
9,12,york,-0.35641,Fox News Network FOX NEWS @ NIGHT
10,12,think,-0.09938333333333334,Fox News Network FOX NEWS @ NIGHT
11,12,thank,0.5423764705882352,Fox News Network FOX NEWS @ NIGHT
12,12,media,-0.07225000000000001,Fox News Network FOX NEWS @ NIGHT
13,12,want,0.23789999999999997,Fox News Network FOX NEWS @ NIGHT
14,12,lot,0.13164615384615386,Fox News Network FOX NEWS @ NIGHT
15,41,biden,0.007659259259259259,Fox News Network FOX HANNITY
16,41,president,0.32631153846153843,Fox News Network FOX HANNITY
17,41,joe,0.092084,Fox News Network FOX HANNITY
18,41,court,0.08263928571428572,Fox News Network FOX HANNITY
19,41,think,0.13642800000000002,Fox News Network FOX HANNITY
20,41,people,0.08224782608695654,Fox News Network FOX HANNITY
21,41,want,0.3622588235294118,Fox News Network FOX HANNITY
22,41,right,0.32392857142857145,Fox News Network FOX HANNITY
23,41,way,0.14651818181818183,Fox News Network FOX HANNITY
24,41,election,0.24139285714285713,Fox News Network FOX HANNITY
25,41,trump,0.24386,Fox News Network FOX HANNITY
26,41,tell,0.21216666666666664,Fox News Network FOX HANNITY
27,41,democrats,0.34306363636363635,Fox News Network FOX HANNITY
28,41,senate,0.2751636363636364,Fox News Network FOX HANNITY
29,41,time,0.18091333333333334,Fox News Network FOX HANNITY
30,54,oregon,0.0443714285714286,Fox News Network FOX AND FRIENDS
31,54,people,0.20140000000000002,Fox News Network FOX AND FRIENDS
32,54,district,0.335325,Fox News Network FOX AND FRIENDS
33,54,portland,-0.4276,Fox News Network FOX AND FRIENDS
34,54,defazio,0.52466,Fox News Network FOX AND FRIENDS
35,54,years,-0.02429999999999999,Fox News Network FOX AND FRIENDS
36,54,peter,0.5876,Fox News Network FOX AND FRIENDS
37,54,congress,0.567225,Fox News Network FOX AND FRIENDS
38,54,thank,0.48109999999999997,Fox News Network FOX AND FRIENDS
39,54,yes,0.43645,Fox News Network FOX AND FRIENDS
40,54,alek,0.10770000000000002,Fox News Network FOX AND FRIENDS
41,61,think,0.33124193548387093,Fox News Network THE FIVE
42,61,president,0.14400645161290324,Fox News Network THE FIVE
43,61,trump,0.070296875,Fox News Network THE FIVE
44,61,biden,0.03116060606060604,Fox News Network THE FIVE
45,61,joe,-0.0020791666666666506,Fox News Network THE FIVE
46,61,people,0.12048999999999999,Fox News Network THE FIVE
47,61,right,-0.0038708333333333186,Fox News Network THE FIVE
48,61,taxes,0.11665,Fox News Network THE FIVE
49,61,obama,0.14697777777777776,Fox News Network THE FIVE
50,61,mean,0.3738466666666667,Fox News Network THE FIVE
51,61,want,0.09942777777777778,Fox News Network THE FIVE
52,61,democrats,0.3464615384615384,Fox News Network THE FIVE
53,61,juan,-0.009553846153846156,Fox News Network THE FIVE
54,61,debate,0.1865230769230769,Fox News Network THE FIVE
55,61,yes,0.30384666666666665,Fox News Network THE FIVE
56,67,president,0.7482538461538462,Fox News Network FOX AND FRIENDS
57,67,want,0.6273142857142858,Fox News Network FOX AND FRIENDS
58,67,democrats,0.44093333333333334,Fox News Network FOX AND FRIENDS
59,67,house,0.5163375,Fox News Network FOX AND FRIENDS
60,67,alyssa,0.4962000000000001,Fox News Network FOX AND FRIENDS
61,67,fox,0.73315,Fox News Network FOX AND FRIENDS
62,67,court,0.5577714285714286,Fox News Network FOX AND FRIENDS
63,67,look,0.829342857142857,Fox News Network FOX AND FRIENDS
64,67,people,0.5660333333333334,Fox News Network FOX AND FRIENDS
65,67,right,0.4934428571428571,Fox News Network FOX AND FRIENDS
66,67,cases,0.6864333333333333,Fox News Network FOX AND FRIENDS
67,67,farah,0.6746,Fox News Network FOX AND FRIENDS
68,67,director,0.6746,Fox News Network FOX AND FRIENDS
69,67,news,0.78244,Fox News Network FOX AND FRIENDS
70,67,put,0.822825,Fox News Network FOX AND FRIENDS
71,68,president,0.3162733333333333,Fox News Network AMERICA'S NEWSROOM
72,68,house,0.29115555555555556,Fox News Network AMERICA'S NEWSROOM
73,68,alyssa,0.030249999999999996,Fox News Network AMERICA'S NEWSROOM
74,68,coronavirus,0.22764285714285712,Fox News Network AMERICA'S NEWSROOM
75,68,think,0.48403333333333326,Fox News Network AMERICA'S NEWSROOM
76,68,people,0.2983857142857143,Fox News Network AMERICA'S NEWSROOM
77,68,want,0.6752375,Fox News Network AMERICA'S NEWSROOM
78,68,thing,0.32019000000000003,Fox News Network AMERICA'S NEWSROOM
79,68,virus,0.1553166666666667,Fox News Network AMERICA'S NEWSROOM
80,68,staff,0.06599999999999995,Fox News Network AMERICA'S NEWSROOM
81,68,campaign,0.34623333333333334,Fox News Network AMERICA'S NEWSROOM
82,68,country,0.34115,Fox News Network AMERICA'S NEWSROOM
83,68,point,-0.03798333333333331,Fox News Network AMERICA'S NEWSROOM
84,68,mask,0.032266666666666693,Fox News Network AMERICA'S NEWSROOM
85,68,farah,0.271425,Fox News Network AMERICA'S NEWSROOM
86,107,court,0.7025818181818182,Fox News Network THE STORY WITH MARTHA MACCALLUM
87,107,people,0.36617916666666667,Fox News Network THE STORY WITH MARTHA MACCALLUM
88,107,care,0.44669411764705874,Fox News Network THE STORY WITH MARTHA MACCALLUM
